id,genre,profit
tt2381111,Romance,46990029.0443872
tt1398426,Drama,159744121.4325861
tt1398426,Music,159744121.4325861
tt1618442,Fantasy,46364897.599445
tt1618442,Action,46364897.599445
tt1618442,Adventure,46364897.599445
tt2080374,History,4086521.361930605
tt2080374,Drama,4086521.361930605
tt1638355,Comedy,30493486.86286579
tt1638355,Action,30493486.86286579
tt1638355,Adventure,30493486.86286579
tt1655441,Fantasy,16219386.783469804
tt1655441,Drama,16219386.783469804
tt1655441,Romance,16219386.783469804
tt3072482,Action,3987085.0456825197
tt3072482,Adventure,3987085.0456825197
tt3072482,Science Fiction,3987085.0456825197
tt2224026,Fantasy,215161231.769058
tt2224026,Comedy,215161231.769058
tt2224026,Animation,215161231.769058
tt2224026,Science Fiction,215161231.769058
tt2224026,Family,215161231.769058
tt3622592,Drama,67631286.24223411
tt3622592,Mystery,67631286.24223411
tt3622592,Romance,67631286.24223411
tt2231253,Thriller,-27599987.856005296
tt2231253,Crime,-27599987.856005296
tt2231253,Drama,-27599987.856005296
tt3464902,Thriller,4659348.06988685
tt3464902,Comedy,4659348.06988685
tt3464902,Drama,4659348.06988685
tt3464902,Romance,4659348.06988685
tt3464902,Science Fiction,4659348.06988685
tt2402927,Romance,26194352.6744848
tt2402927,Drama,26194352.6744848
tt2361509,Comedy,146799433.6482488
tt2719848,Adventure,136553317.1965402
tt2719848,Drama,136553317.1965402
tt2446980,Comedy,37843317.628940314
tt2446980,Drama,37843317.628940314
tt2058673,Action,26421202.494670287
tt2058673,Crime,26421202.494670287
tt2058673,Thriller,26421202.494670287
tt2503944,Drama,15278196.837593399
tt2140379,Science Fiction,4161366.088998895
tt2140379,Mystery,4161366.088998895
tt2140379,Thriller,4161366.088998895
tt3045616,Comedy,-27214912.82543829
tt3045616,Adventure,-27214912.82543829
tt0810819,Drama,45256181.2472803
tt2717822,Mystery,-48067274.0503994
tt2717822,Crime,-48067274.0503994
tt2717822,Action,-48067274.0503994
tt2717822,Thriller,-48067274.0503994
tt2717822,Drama,-48067274.0503994
tt3397884,Action,49703728.850359306
tt3397884,Crime,49703728.850359306
tt3397884,Drama,49703728.850359306
tt3397884,Mystery,49703728.850359306
tt3397884,Thriller,49703728.850359306
tt1502712,Action,44139367.978679016
tt1502712,Adventure,44139367.978679016
tt1502712,Science Fiction,44139367.978679016
tt4263482,Mystery,33970014.45319358
tt4263482,Horror,33970014.45319358
tt3079380,Action,157012852.3943445
tt3079380,Comedy,157012852.3943445
tt3079380,Crime,157012852.3943445
tt2381941,Romance,95553883.9162911
tt2381941,Comedy,95553883.9162911
tt2381941,Crime,95553883.9162911
tt2381941,Drama,95553883.9162911
tt2679042,Action,43559824.35367729
tt2679042,Crime,43559824.35367729
tt2679042,Thriller,43559824.35367729
tt1390411,Thriller,-5684900.13864401
tt1390411,Drama,-5684900.13864401
tt1390411,Adventure,-5684900.13864401
tt1390411,Action,-5684900.13864401
tt1390411,History,-5684900.13864401
tt3247714,Crime,-18399991.9040035
tt3247714,Thriller,-18399991.9040035
tt3247714,Action,-18399991.9040035
tt3076658,Drama,94700679.9717008
tt3152624,Comedy,97332086.73388179
tt2057392,Drama,18260322.1654582
tt2057392,Thriller,18260322.1654582
tt2057392,War,18260322.1654582
tt3569230,Crime,16535147.204535201
tt3569230,Thriller,16535147.204535201
tt2911668,Thriller,42223.381421712096
tt3332064,Adventure,-19882736.851595983
tt3332064,Family,-19882736.851595983
tt3332064,Fantasy,-19882736.851595983
tt3478232,Action,0.0
tt3478232,Adventure,0.0
tt3478232,Fantasy,0.0
tt2582496,Comedy,0.0
tt2582496,Drama,0.0
tt2452042,Adventure,135454404.3600614
tt2452042,Animation,135454404.3600614
tt2452042,Comedy,135454404.3600614
tt2452042,Family,135454404.3600614
tt3322364,Drama,12533680.7251805
tt3530002,Comedy,25204305.230105706
tt3605418,Drama,2496918.4613558804
tt3605418,Horror,2496918.4613558804
tt3605418,Thriller,2496918.4613558804
tt2726560,Romance,26692206.775429
tt2726560,Drama,26692206.775429
tt2510894,Animation,355288704.1529697
tt2510894,Comedy,355288704.1529697
tt2510894,Family,355288704.1529697
tt2279339,Family,6439997.166401198
tt2279339,Comedy,6439997.166401198
tt3488710,Adventure,24087376.041554503
tt3488710,Drama,24087376.041554503
tt3488710,Thriller,24087376.041554503
tt2401097,Action,-8405746.50147148
tt2401097,Crime,-8405746.50147148
tt2401097,Drama,-8405746.50147148
tt1524930,Adventure,67513423.2540937
tt1524930,Comedy,67513423.2540937
tt1029360,Horror,55602930.0147108
tt1029360,Thriller,55602930.0147108
tt1881002,Horror,-3507855.416543615
tt3289728,Drama,1839999.19040035
tt3289728,Romance,1839999.19040035
tt3289728,Science Fiction,1839999.19040035
tt1014763,Crime,-42941597.5056971
tt1014763,Thriller,-42941597.5056971
tt4178092,Thriller,49660338.909450814
tt4178092,Mystery,49660338.909450814
tt1528854,Comedy,175131483.5821471
tt3608646,Fantasy,0.0
tt3608646,Action,0.0
tt3608646,Adventure,0.0
tt3480796,Thriller,-9199995.95200178
tt3480796,Science Fiction,-9199995.95200178
tt3480796,Action,-9199995.95200178
tt3480796,Adventure,-9199995.95200178
tt1754656,Adventure,30885536.41036389
tt1754656,Animation,30885536.41036389
tt1754656,Fantasy,30885536.41036389
tt2974918,Adventure,215055014.135793
tt2974918,Animation,215055014.135793
tt2974918,Comedy,215055014.135793
tt2974918,Family,215055014.135793
tt2910904,Drama,5897197.405233102
tt1666801,Romance,32226329.1004152
tt1666801,Comedy,32226329.1004152
tt2752772,Horror,39451439.20136672
tt3450650,Action,71389431.2286503
tt3450650,Adventure,71389431.2286503
tt3450650,Comedy,71389431.2286503
tt3450650,Family,71389431.2286503
tt4007502,Adventure,0.0
tt4007502,Animation,0.0
tt4007502,Family,0.0
tt0462335,Action,0.0
tt0462335,Drama,0.0
tt0462335,Science Fiction,0.0
tt3181822,Thriller,42470036.07318409
tt3321300,Thriller,0.0
tt3321300,Action,0.0
tt1674771,Comedy,17722323.882177494
tt0884732,Comedy,52255866.6074187
tt1727776,Comedy,-128095.22363809869
tt1727776,Horror,-128095.22363809869
tt3567288,Horror,85974019.21143152
tt3567288,Thriller,85974019.21143152
tt1355683,Crime,43033604.825213894
tt1355683,Drama,43033604.825213894
tt3276924,Crime,-8141871.297576624
tt3276924,Action,-8141871.297576624
tt3276924,Thriller,-8141871.297576624
tt3850590,Horror,42824791.597091705
tt3850590,Comedy,42824791.597091705
tt3850590,Fantasy,42824791.597091705
tt2402101,Drama,-18208091.028439887
tt2402101,Mystery,-18208091.028439887
tt2402101,Thriller,-18208091.028439887
tt1781922,Action,45465342.23524941
tt1781922,Thriller,45465342.23524941
tt3850214,Crime,15903831.522314075
tt3850214,Drama,15903831.522314075
tt3850214,Comedy,15903831.522314075
tt3316948,Comedy,191438.11576730013
tt3316948,Action,191438.11576730013
tt2404425,Drama,46570170.669124894
tt3086386,Action,0.0
tt3086386,Fantasy,0.0
tt3086386,Adventure,0.0
tt1850457,Comedy,69010138.39553912
tt2436386,Science Fiction,18628373.523515604
tt2436386,Thriller,18628373.523515604
tt1727770,Comedy,4774472.21923222
tt1727770,Science Fiction,4774472.21923222
tt2938956,Thriller,43819277.1195181
tt2938956,Action,43819277.1195181
tt2938956,Crime,43819277.1195181
tt2554274,Mystery,18105428.27361151
tt2554274,Thriller,18105428.27361151
tt2554274,Fantasy,18105428.27361151
tt2554274,Horror,18105428.27361151
tt2554274,Drama,18105428.27361151
tt1945084,Thriller,0.0
tt1945084,Action,0.0
tt2268016,Comedy,99003968.87825339
tt2268016,Drama,99003968.87825339
tt2268016,Music,99003968.87825339
tt2473510,Horror,62651561.19331302
tt2473510,Thriller,62651561.19331302
tt3205376,Romance,210766.38726278898
tt3205376,Thriller,210766.38726278898
tt3205376,Western,210766.38726278898
tt3203606,Drama,-6223189.14179671
tt1741273,Crime,11674543.703200798
tt1741273,Drama,11674543.703200798
tt1741273,Mystery,11674543.703200798
tt2872462,Comedy,2300395.50782597
tt2279373,Family,218586413.2619779
tt2279373,Animation,218586413.2619779
tt2273657,Crime,4342117.4894683
tt2273657,Drama,4342117.4894683
tt2273657,Mystery,4342117.4894683
tt3369806,Adventure,22049864.898059502
tt3369806,Drama,22049864.898059502
tt3369806,Family,22049864.898059502
tt2872750,Family,54923975.83345061
tt2872750,Animation,54923975.83345061
tt2872750,Comedy,54923975.83345061
tt2872750,Adventure,54923975.83345061
tt2217859,Drama,-10119995.5472019
tt3577624,Comedy,1566237.67085542
tt3577624,Drama,1566237.67085542
tt2515034,Action,-26988419.045095608
tt2515034,Drama,-26988419.045095608
tt2515034,Crime,-26988419.045095608
tt3713166,Horror,56931497.75014092
tt3713166,Thriller,56931497.75014092
tt2967224,Action,15345778.167857595
tt2967224,Crime,15345778.167857595
tt2967224,Comedy,15345778.167857595
tt3195644,Drama,86759504.74581791
tt3195644,Horror,86759504.74581791
tt3195644,Thriller,86759504.74581791
tt1598642,Drama,109004.312038102
tt1598642,Science Fiction,109004.312038102
tt1598642,Thriller,109004.312038102
tt3829170,Action,0.0
tt3829170,Adventure,0.0
tt3829170,Fantasy,0.0
tt3722070,Comedy,32556657.715070542
tt3722070,Drama,32556657.715070542
tt1976009,Drama,-5310883.503211305
tt1976009,Science Fiction,-5310883.503211305
tt1976009,Thriller,-5310883.503211305
tt3532278,Adventure,0.0
tt3532278,Drama,0.0
tt3532278,Family,0.0
tt2401878,Animation,-3901455.16335973
tt2401878,Comedy,-3901455.16335973
tt2401878,Drama,-3901455.16335973
tt2401878,Romance,-3901455.16335973
tt2494362,Horror,-1655999.27136032
tt2494362,Western,-1655999.27136032
tt2494362,Adventure,-1655999.27136032
tt2494362,Drama,-1655999.27136032
tt3319920,Horror,16257405.7667414
tt3319920,Mystery,16257405.7667414
tt3319920,Thriller,16257405.7667414
tt1596345,Drama,0.0
tt0787524,Drama,10554653.0359526
tt3181776,Thriller,-18399991.9040035
tt3181776,Action,-18399991.9040035
tt3172532,Drama,-481157.94829049986
tt3172532,Romance,-481157.94829049986
tt3733778,Horror,0.0
tt3733778,Thriller,0.0
tt1567437,Horror,0.0
tt1567437,Thriller,0.0
tt1567437,Comedy,0.0
tt1567437,Crime,0.0
tt2493486,Action,3352102.24507501
tt2493486,Adventure,3352102.24507501
tt3278330,Romance,-11039995.1424021
tt3278330,Fantasy,-11039995.1424021
tt3278330,Horror,-11039995.1424021
tt3715320,Mystery,15079790.644892102
tt3715320,Drama,15079790.644892102
tt1837636,Drama,-13799993.9280026
tt1837636,History,-13799993.9280026
tt3623726,Comedy,21459292.317911305
tt3623726,Drama,21459292.317911305
tt3623726,Music,21459292.317911305
tt2245003,Comedy,0.0
tt2245003,Drama,0.0
tt2245003,Romance,0.0
tt3472226,Action,-579617.224968421
tt3472226,Comedy,-579617.224968421
tt3472226,Science Fiction,-579617.224968421
tt3472226,Fantasy,-579617.224968421
tt3862750,Drama,44411299.6190282
tt3862750,Thriller,44411299.6190282
tt2056771,Crime,1781601.29609542
tt2056771,Drama,1781601.29609542
tt2056771,Mystery,1781601.29609542
tt2056771,Thriller,1781601.29609542
tt1791682,Drama,-2219512.82341436
tt1791682,Comedy,-2219512.82341436
tt2561572,Comedy,61190509.836175695
tt2917388,Drama,0.0
tt2917388,Action,0.0
tt2917388,Crime,0.0
tt2917388,Thriller,0.0
tt2479478,Comedy,-55199975.71201059
tt2479478,Western,-55199975.71201059
tt2393845,Comedy,0.0
tt2393845,Thriller,0.0
tt2006295,History,-89494.80062229559
tt2006295,Drama,-89494.80062229559
tt3077214,Drama,1842225.5894207992
tt3077214,History,1842225.5894207992
tt3544082,Drama,0.0
tt3787590,Drama,4712320.726578841
tt3787590,Music,4712320.726578841
tt3787590,Romance,4712320.726578841
tt1731701,Adventure,5588.997540841079
tt1731701,Action,5588.997540841079
tt1731701,Comedy,5588.997540841079
tt2884018,History,12137055.0996957
tt2884018,Drama,12137055.0996957
tt2884018,War,12137055.0996957
tt4382872,Action,15432.9932094829
tt4382872,Thriller,15432.9932094829
tt3289712,Comedy,0.0
tt3289712,Drama,0.0
tt3440298,Music,0.0
tt3440298,Action,0.0
tt3440298,Adventure,0.0
tt3440298,Comedy,0.0
tt3440298,Family,0.0
tt2338424,Music,0.0
tt2338424,Romance,0.0
tt2338424,Comedy,0.0
tt2935476,Romance,27811566.6029106
tt2935476,Drama,27811566.6029106
tt3416744,Drama,2762652.06443309
tt2555736,Drama,69899973.96401143
tt2555736,Comedy,69899973.96401143
tt1810683,Comedy,-12493301.02294749
tt1810683,Drama,-12493301.02294749
tt1810683,War,-12493301.02294749
tt4189260,Action,0.0
tt4189260,Adventure,0.0
tt4189260,Animation,0.0
tt4189260,Family,0.0
tt3704050,Drama,1827684.9958186
tt3704050,Thriller,1827684.9958186
tt1243974,Adventure,-9889977.248410005
tt1243974,Comedy,-9889977.248410005
tt1243974,Romance,-9889977.248410005
tt1137470,Romance,-23919989.475204602
tt1137470,Comedy,-23919989.475204602
tt4856322,Action,0.0
tt4856322,Animation,0.0
tt4856322,Science Fiction,0.0
tt1018765,Drama,-19317911.380118906
tt1018765,Comedy,-19317911.380118906
tt2625810,Drama,0.0
tt2625810,Science Fiction,0.0
tt2400463,Thriller,213197.946192903
tt3165630,Drama,0.0
tt4938374,Animation,0.0
tt4938374,Comedy,0.0
tt4938374,Family,0.0
tt4938374,Adventure,0.0
tt3813310,Thriller,123787.785533374
tt2322517,Thriller,0.0
tt3165612,Comedy,2956985.41892641
tt2271563,Western,-10119995.5472019
tt2271563,Drama,-10119995.5472019
tt2870648,Documentary,7740089.0743608
tt2870648,Music,7740089.0743608
tt2334733,Drama,0.0
tt2474976,Fantasy,0.0
tt2474976,Horror,0.0
tt4215332,Family,0.0
tt4215332,Animation,0.0
tt2393827,Horror,0.0
tt1658801,Romance,-5912529.198487146
tt1658801,Drama,-5912529.198487146
tt3064298,Romance,0.0
tt3064298,Comedy,0.0
tt3774694,Drama,-2120351.587045298
tt3774694,Romance,-2120351.587045298
tt3859076,Drama,-6493767.462742319
tt2948790,Thriller,0.0
tt1772288,Comedy,768891.501687739
tt1772288,Drama,768891.501687739
tt1772288,Music,768891.501687739
tt3164256,Comedy,-11020984.27076685
tt3164256,Music,-11020984.27076685
tt3164256,War,-11020984.27076685
tt2582502,Drama,-2060799.09324839
tt3766394,Comedy,12369393.637466723
tt3766394,Drama,12369393.637466723
tt3766394,Romance,12369393.637466723
tt1524575,Thriller,-10318013.500074051
tt1524575,Horror,-10318013.500074051
tt2891174,Drama,-6061024.49314922
tt2637294,Comedy,-1550520.397770999
tt2101383,Romance,0.0
tt2101383,Drama,0.0
tt2893490,Drama,-3548345.51872797
tt2349144,Drama,0.0
tt3774790,Mystery,0.0
tt3774790,Science Fiction,0.0
tt3774790,Thriller,0.0
tt3824386,Animation,0.0
tt3824386,Comedy,0.0
tt3824386,Family,0.0
tt3824386,Fantasy,0.0
tt3824386,Music,0.0
tt2091478,Thriller,0.0
tt2091478,Science Fiction,0.0
tt4642044,Action,0.0
tt3661298,Drama,0.0
tt3661298,Thriller,0.0
tt1707380,Drama,7391.27674783823
tt3467412,Drama,0.0
tt3467412,Horror,0.0
tt3467412,Science Fiction,0.0
tt2815902,Mystery,0.0
tt2815902,Drama,0.0
tt2815902,Horror,0.0
tt1178665,Drama,25751788.709212877
tt1178665,Adventure,25751788.709212877
tt1178665,Comedy,25751788.709212877
tt1780798,Horror,0.0
tt2918436,Thriller,55945845.14382813
tt2918436,Horror,55945845.14382813
tt4324274,Action,0.0
tt4324274,Adventure,0.0
tt4324274,Animation,0.0
tt1629242,Thriller,-7359996.76160142
tt1618448,Adventure,0.0
tt1618448,Documentary,0.0
tt2358925,Comedy,-18923238.9137749
tt2366608,Fantasy,-1798202.6887908108
tt2366608,Thriller,-1798202.6887908108
tt4229236,Music,0.0
tt4229236,Documentary,0.0
tt4034452,War,0.0
tt4034452,Drama,0.0
tt3687310,Thriller,-6439997.16640124
tt3687310,Crime,-6439997.16640124
tt3687310,Drama,-6439997.16640124
tt2948840,Drama,-11039995.1424021
tt2097298,Drama,42053235.776576206
tt2784936,Horror,0.0
tt2784936,Mystery,0.0
tt3149038,Drama,0.0
tt2802136,Drama,-2759998.78560053
tt2802136,Comedy,-2759998.78560053
tt3411432,Animation,-5519997.57120106
tt3411432,Adventure,-5519997.57120106
tt3411432,Comedy,-5519997.57120106
tt4229298,Thriller,0.0
tt4229298,Horror,0.0
tt4382552,Documentary,0.0
tt2309260,Horror,39159239.96993438
tt2309260,Thriller,39159239.96993438
tt3194590,Drama,0.0
tt3194590,Comedy,0.0
tt4530884,Horror,0.0
tt4530884,Thriller,0.0
tt3726704,History,0.0
tt3726704,Drama,0.0
tt3707106,Drama,-6131864.461979641
tt3707106,Romance,-6131864.461979641
tt4183692,Drama,0.0
tt4472596,Horror,0.0
tt4472596,TV Movie,0.0
tt2954474,Thriller,0.0
tt2954474,Horror,0.0
tt2433040,Action,1137205.97962936
tt3004746,Drama,0.0
tt3004746,Thriller,0.0
tt4442130,Crime,0.0
tt4442130,Drama,0.0
tt3029476,Drama,0.0
tt3029476,Thriller,0.0
tt2131532,Thriller,0.0
tt2131532,Horror,0.0
tt2141773,Fantasy,145146.496135541
tt2141773,Comedy,145146.496135541
tt2141773,Animation,145146.496135541
tt2145829,Adventure,-19319991.4992037
tt2145829,Science Fiction,-19319991.4992037
tt2145829,Action,-19319991.4992037
tt3625152,Action,0.0
tt4938416,Action,0.0
tt4938416,Adventure,0.0
tt4938416,Animation,0.0
tt4938416,Family,0.0
tt5133572,TV Movie,0.0
tt3233418,Action,0.0
tt3233418,Drama,0.0
tt3233418,Family,0.0
tt2420166,Drama,0.0
tt2965466,Horror,0.0
tt2965466,Thriller,0.0
tt4086032,Horror,0.0
tt4086032,Thriller,0.0
tt4126304,Drama,0.0
tt4126304,Documentary,0.0
tt2933474,Comedy,-18399991.9040035
tt2718440,Comedy,0.0
tt4594834,Music,0.0
tt4594834,Drama,0.0
tt4594834,Crime,0.0
tt4594834,Comedy,0.0
tt3525346,Comedy,-4875997.85456094
tt3525346,Action,-4875997.85456094
tt4191054,Music,12515171.2533246
tt4191054,Animation,12515171.2533246
tt4191054,Family,12515171.2533246
tt4191054,Fantasy,12515171.2533246
tt2883434,Drama,11565488.791184898
tt3816458,Horror,0.0
tt3816458,Science Fiction,0.0
tt3705412,Comedy,0.0
tt3705412,Horror,0.0
tt4324302,Action,0.0
tt4324302,Animation,0.0
tt4324302,Fantasy,0.0
tt1490785,Drama,-10444950.44422179
tt1490785,Music,-10444950.44422179
tt3297330,Action,291154.11189219
tt3297330,Drama,291154.11189219
tt3297330,Thriller,291154.11189219
tt4935334,Fantasy,0.0
tt4935334,Thriller,0.0
tt4935334,Horror,0.0
tt4935334,Science Fiction,0.0
tt2621446,Action,0.0
tt2621446,Science Fiction,0.0
tt2621446,Adventure,0.0
tt2621446,Fantasy,0.0
tt2443822,Thriller,0.0
tt2443822,Drama,0.0
tt2443822,Horror,0.0
tt4941804,Animation,0.0
tt4941804,Family,0.0
tt3083008,Drama,3023530.82964643
tt3442990,Thriller,0.0
tt3442990,Drama,0.0
tt2118624,Horror,0.0
tt2118624,Comedy,0.0
tt2386404,Thriller,0.0
tt2386404,Horror,0.0
tt2386404,Comedy,0.0
tt2386404,Drama,0.0
tt4537842,Comedy,0.0
tt4537842,Music,0.0
tt2474958,Thriller,0.0
tt2474958,Comedy,0.0
tt2474958,Crime,0.0
tt2784134,Family,0.0
tt2784134,Science Fiction,0.0
tt2784134,Action,0.0
tt2784134,Adventure,0.0
tt3614530,Drama,-2453009.6406757603
tt3614530,Music,-2453009.6406757603
tt3614530,Adventure,-2453009.6406757603
tt3614530,Fantasy,-2453009.6406757603
tt1735907,Thriller,0.0
tt1735907,Action,0.0
tt1735907,Drama,0.0
tt1694021,Action,-9199995.95200178
tt1694021,Horror,-9199995.95200178
tt1694021,Thriller,-9199995.95200178
tt4897822,Documentary,0.0
tt1365050,Drama,-5436482.767947573
tt1365050,War,-5436482.767947573
tt3688406,Horror,0.0
tt2262161,Drama,0.0
tt2049543,Thriller,4144.5981763767995
tt2049543,Mystery,4144.5981763767995
tt2049543,Science Fiction,4144.5981763767995
tt5133810,Family,0.0
tt5133810,TV Movie,0.0
tt4167720,Thriller,0.0
tt4167720,Horror,0.0
tt1841642,Thriller,356039.84334247
tt1841642,Horror,356039.84334247
tt3826866,Crime,0.0
tt3826866,Horror,0.0
tt3826866,Thriller,0.0
tt2552394,Thriller,0.0
tt2552394,Drama,0.0
tt2552394,Comedy,0.0
tt2570858,Drama,-919999.595200178
tt3465074,Thriller,0.0
tt3465074,Action,0.0
tt2980554,Drama,0.0
tt4296026,Fantasy,0.0
tt4296026,Action,0.0
tt4296026,Adventure,0.0
tt3534602,Drama,297889.42892865103
tt3534602,Comedy,297889.42892865103
tt4938602,Family,0.0
tt4938602,TV Movie,0.0
tt4938602,Animation,0.0
tt1837562,Thriller,209885.027650587
tt1837562,Romance,209885.027650587
tt1837562,Drama,209885.027650587
tt3479316,Science Fiction,0.0
tt3479316,Action,0.0
tt2133196,Drama,763718.3439639279
tt2133196,Music,763718.3439639279
tt3528666,Thriller,-1793999.21064034
tt3528666,Action,-1793999.21064034
tt4163020,Horror,0.0
tt3520290,Adventure,-919999.595200178
tt3520290,Action,-919999.595200178
tt3849692,Thriller,0.0
tt3849692,Action,0.0
tt3849692,Drama,0.0
tt1883367,Horror,0.0
tt3395184,Horror,45972.3797721529
tt3395184,Romance,45972.3797721529
tt3395184,Science Fiction,45972.3797721529
tt3496372,Thriller,0.0
tt3520418,Horror,0.0
tt4137924,Animation,0.0
tt4137924,Family,0.0
tt4137924,Fantasy,0.0
tt4685096,Science Fiction,0.0
tt4685096,Action,0.0
tt4685096,Horror,0.0
tt4511566,Horror,0.0
tt4511566,Action,0.0
tt4227282,Thriller,0.0
tt4227282,Action,0.0
tt4227282,Horror,0.0
tt3793788,Comedy,0.0
tt3793788,Romance,0.0
tt1663655,Drama,0.0
tt1663655,Horror,0.0
tt1663655,Thriller,0.0
tt2321502,Thriller,0.0
tt2321502,Drama,0.0
tt2321502,Science Fiction,0.0
tt3856042,TV Movie,0.0
tt3856042,Adventure,0.0
tt3856042,Comedy,0.0
tt1519461,Horror,-4599997.97600089
tt1519461,Thriller,-4599997.97600089
tt1519461,Science Fiction,-4599997.97600089
tt4547120,TV Movie,0.0
tt4547120,Action,0.0
tt4547120,Science Fiction,0.0
tt3687398,Drama,-5519997.57120106
tt3090670,Science Fiction,0.0
tt3090670,Drama,0.0
tt3090670,Family,0.0
tt3155242,Thriller,0.0
tt3155242,Drama,0.0
tt4386242,Comedy,-4047998.21888078
tt4386242,Horror,-4047998.21888078
tt2325977,Drama,-9183921.719074443
tt2325977,Thriller,-9183921.719074443
tt3774466,Drama,0.0
tt3774466,Romance,0.0
tt3774466,Comedy,0.0
tt3881768,Crime,0.0
tt3881768,Drama,0.0
tt3881768,Thriller,0.0
tt5065822,Documentary,0.0
tt4257858,Documentary,0.0
tt3346224,Thriller,0.0
tt3346224,Drama,0.0
tt3779300,War,0.0
tt3779300,Action,0.0
tt3672742,Adventure,0.0
tt3672742,Action,0.0
tt3672742,Comedy,0.0
tt3672742,Science Fiction,0.0
tt4955162,Animation,0.0
